,avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,pkt_len,is_tcp,outcome
2330,400.157894736842,595.732533493,0.9,0.015335944444444747,19,0.2760470000000055,7603.0,1,voip
3028,843.0667202572348,329.6687279723559,-1.0,0.0027364553499597648,1244,3.4014139999999884,1048775.0,0,voip
452,170.78571428571428,384.5393205005036,1.0,0.019305846153883977,14,0.2509760000004917,2391.0,1,voip
2443,400.157894736842,595.732533493,0.9,0.016002222222221956,19,0.2880399999999952,7603.0,1,voip
2130,170.78571428571428,384.5393205005036,1.0,0.013711923076925814,14,0.17825500000003558,2391.0,1,voip
1911,28.0,-1.0,0.0,-1.0,1,0.08895200000006298,28.0,0,voip
3132,34.0,-1.0,0.0,-1.0,1,0.2066289999999924,34.0,0,voip
1628,170.78571428571428,384.5393205005036,1.0,0.015597769230769113,14,0.20277099999999848,2391.0,1,voip
760,153.4375,361.1116113244399,1.0,0.13238140000000082,16,1.9857210000000125,2455.0,1,voip
1752,332.1785375118708,454.74777763264007,-1.0,0.012595253324889168,3159,39.77580999999999,1049352.0,0,voip
683,69.7,81.7231777268712,1.0,3.3539938888888967,10,30.185945000000054,697.0,1,voip
1133,170.78571428571428,384.5393205005036,1.0,0.09911776923076752,14,1.2885309999999777,2391.0,1,voip
3062,832.3298969072165,343.73002829473205,-1.0,0.0027440365079364768,1261,3.4574859999999603,1049568.0,0,voip
159,170.78571428571428,384.5393205005036,1.0,0.018051769230763827,14,0.2346729999999297,2391.0,1,voip
1339,36.0,13.85640646055102,2.0,1.1551110000000049,3,2.3102220000000098,108.0,1,voip
74,32.0,0.0,0.6666666666666666,0.013353000000000392,5,0.05341200000000157,160.0,1,voip
2739,56.0,0.0,0.8333333333333334,50.18999340000001,11,501.89993400000014,616.0,0,voip
1957,292.75,436.9696288321869,1.181818181818182,0.9585099565217388,24,22.045728999999994,7026.0,1,voip
18,143.13924050632912,243.08517733593186,1.2571428571428571,0.009239346153845621,79,0.7206689999999583,11308.0,1,voip
1980,170.78571428571428,384.5393205005036,1.0,0.02057476923076907,14,0.26747199999999793,2391.0,1,voip
